date,serial_number,model,capacity_bytes,failure,smart_1_normalized,smart_1_raw,smart_3_normalized,smart_3_raw,smart_4_normalized,smart_4_raw,smart_5_normalized,smart_5_raw,smart_7_normalized,smart_7_raw,smart_9_normalized,smart_9_raw,smart_10_normalized,smart_10_raw,smart_12_normalized,smart_12_raw,smart_187_normalized,smart_187_raw,smart_188_normalized,smart_188_raw,smart_190_normalized,smart_190_raw,smart_192_normalized,smart_192_raw,smart_193_normalized,smart_193_raw,smart_194_normalized,smart_194_raw,smart_197_normalized,smart_197_raw,smart_198_normalized,smart_198_raw,smart_199_normalized,smart_199_raw,smart_240_normalized,smart_240_raw,smart_241_normalized,smart_241_raw,smart_242_normalized,smart_242_raw,manufacturer
2014-01-09,W3002Q5P,ST4000DM000,4000787030016.0,1,,52361664.0,,,,,,0.0,,,,2933.0,,,,,,,,,,,,,,,,16.0,,0.0,,,,,,,,,,,seagate
2014-01-09,S1F02A27,ST3000DM001,3000592982016.0,1,,80760208.0,,,,,,0.0,,,,15611.0,,,,,,,,,,,,,,,,25.0,,0.0,,,,,,,,,,,seagate
2014-01-09,S1F04Z6N,ST3000DM001,3000592982016.0,1,,22553480.0,,,,,,0.0,,,,16806.0,,,,,,,,,,,,,,,,25.0,,8.0,,,,,,,,,,,seagate
2014-01-12,W30045V0,ST4000DM000,4000787030016.0,1,,227056976.0,,,,,,0.0,,,,2933.0,,,,,,,,,,,,,,,,16.0,,0.0,,,,,,,,,,,seagate
2014-01-13,S1F04C4B,ST3000DM001,3000592982016.0,1,,225924024.0,,,,,,64728.0,,,,16887.0,,,,,,,,,,,,,,,,26.0,,8.0,,,,,,,,,,,seagate
2014-01-14,S1F0350L,ST3000DM001,3000592982016.0,1,,184635512.0,,,,,,49120.0,,,,16990.0,,,,,,,,,,,,,,,,24.0,,88.0,,,,,,,,,,,seagate
2014-01-14,S1F02YDD,ST3000DM001,3000592982016.0,1,,67003072.0,,,,,,26584.0,,,,16956.0,,,,,,,,,,,,,,,,26.0,,8.0,,,,,,,,,,,seagate
2014-01-14,W1F0X3MA,ST3000DM001,3000592982016.0,1,,115521848.0,,,,,,0.0,,,,12451.0,,,,,,,,,,,,,,,,24.0,,0.0,,,,,,,,,,,seagate
2014-01-14,S1F02AYW,ST3000DM001,3000592982016.0,1,,41713824.0,,,,,,2008.0,,,,16438.0,,,,,,,,,,,,,,,,24.0,,32.0,,,,,,,,,,,seagate
2014-01-14,S1F0S4KF,ST3000DM001,3000592982016.0,1,,103111248.0,,,,,,34400.0,,,,11558.0,,,,,,,,,,,,,,,,27.0,,800.0,,,,,,,,,,,seagate
2014-01-14,S1F0VDX6,ST3000DM001,3000592982016.0,1,,242507960.0,,,,,,0.0,,,,11559.0,,,,,,,,,,,,,,,,21.0,,134.0,,,,,,,,,,,seagate
2014-01-14,Z3001HG6,ST4000DM000,4000787030016.0,1,,28674184.0,,,,,,0.0,,,,2616.0,,,,,,,,,,,,,,,,19.0,,5616.0,,,,,,,,,,,seagate
2014-01-14,Z300WJ59,ST4000DM000,4000787030016.0,1,,171469147.0,,,,,,80.0,,,,93.0,,,,,,,,,,,,,,,,21.0,,176.0,,,,,,,,,,,seagate
2014-01-14,Z1F103R9,ST3000DM001,3000592982016.0,1,,211972905.0,,,,,,1064.0,,,,7453.0,,,,,,,,,,,,,,,,20.0,,2008.0,,,,,,,,,,,seagate
2014-01-14,W1F08Q5G,ST3000DM001,3000592982016.0,1,,4101128.0,,,,,,4624.0,,,,16991.0,,,,,,,,,,,,,,,,23.0,,0.0,,,,,,,,,,,seagate
2014-01-14,S1F0CSJC,ST3000DM001,3000592982016.0,1,,143146928.0,,,,,,0.0,,,,13184.0,,,,,,,,,,,,,,,,24.0,,0.0,,,,,,,,,,,seagate
2014-01-14,W1F0A4AJ,ST3000DM001,3000592982016.0,1,,16648720.0,,,,,,5880.0,,,,15497.0,,,,,,,,,,,,,,,,22.0,,9128.0,,,,,,,,,,,seagate
2014-01-14,Z300WCS9,ST4000DM000,4000787030016.0,1,,67873042.0,,,,,,28280.0,,,,740.0,,,,,,,,,,,,,,,,20.0,,1240.0,,,,,,,,,,,seagate
2014-01-14,Z300CP8K,ST4000DM000,4000787030016.0,1,,163687200.0,,,,,,0.0,,,,2113.0,,,,,,,,,,,,,,,,18.0,,0.0,,,,,,,,,,,seagate
2014-01-15,Z300PLYE,ST4000DM000,4000787030016.0,1,,207895958.0,,,,,,0.0,,,,2067.0,,,,,,,,,,,,,,,,20.0,,0.0,,,,,,,,,,,seagate
2014-01-15,W1F0A64S,ST3000DM001,3000592982016.0,1,,116671264.0,,,,,,0.0,,,,16207.0,,,,,,,,,,,,,,,,21.0,,336.0,,,,,,,,,,,seagate
2014-01-15,S1F01VH0,ST3000DM001,3000592982016.0,1,,186291608.0,,,,,,0.0,,,,16435.0,,,,,,,,,,,,,,,,21.0,,128.0,,,,,,,,,,,seagate
2014-01-15,S1F02HA8,ST3000DM001,3000592982016.0,1,,32258483.0,,,,,,64720.0,,,,16432.0,,,,,,,,,,,,,,,,24.0,,48.0,,,,,,,,,,,seagate
2014-01-16,W1F0AFD6,ST3000DM001,3000592982016.0,1,,189512296.0,,,,,,6112.0,,,,16218.0,,,,,,,,,,,,,,,,25.0,,0.0,,,,,,,,,,,seagate
2014-01-17,S1F03461,ST3000DM001,3000592982016.0,1,,188545704.0,,,,,,37816.0,,,,16370.0,,,,,,,,,,,,,,,,22.0,,0.0,,,,,,,,,,,seagate
2014-01-17,Z300CQVJ,ST4000DM000,4000787030016.0,1,,138450841.0,,,,,,224.0,,,,3129.0,,,,,,,,,,,,,,,,14.0,,48.0,,,,,,,,,,,seagate
2014-01-17,S1F0B4VL,ST3000DM001,3000592982016.0,1,,129844464.0,,,,,,15784.0,,,,13228.0,,,,,,,,,,,,,,,,24.0,,0.0,,,,,,,,,,,seagate
2014-01-18,W1F090P3,ST3000DM001,3000592982016.0,1,,187578888.0,,,,,,0.0,,,,16223.0,,,,,,,,,,,,,,,,23.0,,232.0,,,,,,,,,,,seagate
2014-01-21,W3006E69,ST4000DM000,4000787030016.0,1,,196077008.0,,,,,,0.0,,,,3566.0,,,,,,,,,,,,,,,,18.0,,0.0,,,,,,,,,,,seagate
2014-01-21,W300AE18,ST4000DM000,4000787030016.0,1,,123099592.0,,,,,,88.0,,,,5102.0,,,,,,,,,,,,,,,,29.0,,0.0,,,,,,,,,,,seagate
2014-01-21,S1F03644,ST3000DM001,3000592982016.0,1,,122018088.0,,,,,,10048.0,,,,16605.0,,,,,,,,,,,,,,,,22.0,,200.0,,,,,,,,,,,seagate
2014-01-21,S1F031EY,ST3000DM001,3000592982016.0,1,,136065780.0,,,,,,54008.0,,,,16309.0,,,,,,,,,,,,,,,,28.0,,0.0,,,,,,,,,,,seagate
2014-01-21,Z30149EZ,ST4000DM000,4000787030016.0,1,,117639824.0,,,,,,0.0,,,,548.0,,,,,,,,,,,,,,,,19.0,,32.0,,,,,,,,,,,seagate
2014-01-21,W1F0R3JF,ST3000DM001,3000592982016.0,1,,127175919.0,,,,,,36248.0,,,,13600.0,,,,,,,,,,,,,,,,23.0,,1768.0,,,,,,,,,,,seagate
2014-01-21,S1F01JMF,ST3000DM001,3000592982016.0,1,,30951464.0,,,,,,144.0,,,,17161.0,,,,,,,,,,,,,,,,26.0,,408.0,,,,,,,,,,,seagate
2014-01-21,S1F0S3WA,ST3000DM001,3000592982016.0,1,,208525016.0,,,,,,0.0,,,,11524.0,,,,,,,,,,,,,,,,23.0,,464.0,,,,,,,,,,,seagate
2014-01-21,S1F0FME5,ST3000DM001,3000592982016.0,1,,166466584.0,,,,,,0.0,,,,12695.0,,,,,,,,,,,,,,,,23.0,,0.0,,,,,,,,,,,seagate
2014-01-21,S1F06353,ST3000DM001,3000592982016.0,1,,85685560.0,,,,,,0.0,,,,14866.0,,,,,,,,,,,,,,,,20.0,,352.0,,,,,,,,,,,seagate
2014-01-21,W1F0AQ5Z,ST3000DM001,3000592982016.0,1,,184794096.0,,,,,,976.0,,,,15712.0,,,,,,,,,,,,,,,,24.0,,440.0,,,,,,,,,,,seagate
2014-01-21,S1F0357T,ST3000DM001,3000592982016.0,1,,186473880.0,,,,,,528.0,,,,16585.0,,,,,,,,,,,,,,,,25.0,,720.0,,,,,,,,,,,seagate
2014-01-22,Z1F0LD7W,ST3000DM001,3000592982016.0,1,,165049592.0,,,,,,3696.0,,,,13169.0,,,,,,,,,,,,,,,,19.0,,1608.0,,,,,,,,,,,seagate
2014-01-22,S1F03A54,ST3000DM001,3000592982016.0,1,,147666752.0,,,,,,1312.0,,,,16271.0,,,,,,,,,,,,,,,,21.0,,0.0,,,,,,,,,,,seagate
2014-01-22,S1F06VHT,ST3000DM001,3000592982016.0,1,,127195824.0,,,,,,15456.0,,,,15218.0,,,,,,,,,,,,,,,,23.0,,16.0,,,,,,,,,,,seagate
2014-01-22,S1F0B49S,ST3000DM001,3000592982016.0,1,,189488216.0,,,,,,7328.0,,,,13352.0,,,,,,,,,,,,,,,,25.0,,512.0,,,,,,,,,,,seagate
2014-01-22,Z1F0LXPJ,ST3000DM001,3000592982016.0,1,,215293520.0,,,,,,3920.0,,,,13171.0,,,,,,,,,,,,,,,,19.0,,472.0,,,,,,,,,,,seagate
2014-01-22,Z1F0LWPT,ST3000DM001,3000592982016.0,1,,230905552.0,,,,,,0.0,,,,13169.0,,,,,,,,,,,,,,,,18.0,,110.0,,,,,,,,,,,seagate
2014-01-23,S1F061YG,ST3000DM001,3000592982016.0,1,,168713160.0,,,,,,0.0,,,,14826.0,,,,,,,,,,,,,,,,22.0,,0.0,,,,,,,,,,,seagate
2014-01-23,S1F01TYA,ST3000DM001,3000592982016.0,1,,31756744.0,,,,,,0.0,,,,16486.0,,,,,,,,,,,,,,,,21.0,,0.0,,,,,,,,,,,seagate
2014-01-23,S1F034TQ,ST3000DM001,3000592982016.0,1,,171922537.0,,,,,,64736.0,,,,16511.0,,,,,,,,,,,,,,,,19.0,,0.0,,,,,,,,,,,seagate
2014-01-23,S1F015JG,ST3000DM001,3000592982016.0,1,,71238504.0,,,,,,0.0,,,,16490.0,,,,,,,,,,,,,,,,17.0,,168.0,,,,,,,,,,,seagate
2014-01-25,W1F08QZS,ST3000DM001,3000592982016.0,1,,1698432.0,,,,,,0.0,,,,16287.0,,,,,,,,,,,,,,,,21.0,,0.0,,,,,,,,,,,seagate
2014-01-25,S1F0AG39,ST3000DM001,3000592982016.0,1,,92826760.0,,,,,,4872.0,,,,13379.0,,,,,,,,,,,,,,,,24.0,,104.0,,,,,,,,,,,seagate
2014-01-25,W1F08VCT,ST3000DM001,3000592982016.0,1,,103751752.0,,,,,,0.0,,,,16478.0,,,,,,,,,,,,,,,,23.0,,0.0,,,,,,,,,,,seagate
2014-01-27,S1F02SSZ,ST3000DM001,3000592982016.0,1,,209840216.0,,,,,,0.0,,,,16348.0,,,,,,,,,,,,,,,,20.0,,0.0,,,,,,,,,,,seagate
2014-01-28,Z300VLEX,ST4000DM000,6.003325658133905e+17,1,,185931064.0,,,,,,0.0,,,,465.0,,,,,,,,,,,,,,,,21.0,,0.0,,,,,,,,,,,seagate
2014-01-28,Z300NKM3,ST4000DM000,4000787030016.0,1,,217579000.0,,,,,,0.0,,,,1257.0,,,,,,,,,,,,,,,,21.0,,48.0,,,,,,,,,,,seagate
2014-01-28,Z300VMFN,ST4000DM000,4000787030016.0,1,,104874864.0,,,,,,0.0,,,,608.0,,,,,,,,,,,,,,,,22.0,,408.0,,,,,,,,,,,seagate
2014-01-28,Z300WEYV,ST4000DM000,6.003325658133905e+17,1,,164401960.0,,,,,,0.0,,,,522.0,,,,,,,,,,,,,,,,21.0,,0.0,,,,,,,,,,,seagate
2014-01-28,Z300NK21,ST4000DM000,4000787030016.0,1,,22723848.0,,,,,,0.0,,,,1104.0,,,,,,,,,,,,,,,,21.0,,0.0,,,,,,,,,,,seagate
2014-01-29,S1F0S7FH,ST3000DM001,3000592982016.0,1,,214314600.0,,,,,,65224.0,,,,11934.0,,,,,,,,,,,,,,,,24.0,,16.0,,,,,,,,,,,seagate
2014-01-29,S1F0323G,ST3000DM001,3000592982016.0,1,,201465576.0,,,,,,480.0,,,,16349.0,,,,,,,,,,,,,,,,23.0,,0.0,,,,,,,,,,,seagate
2014-01-29,S1F032YD,ST3000DM001,3000592982016.0,1,,25207384.0,,,,,,0.0,,,,16459.0,,,,,,,,,,,,,,,,26.0,,16.0,,,,,,,,,,,seagate
2014-01-29,Z1F0BAGR,ST3000DM001,3000592982016.0,1,,195292256.0,,,,,,0.0,,,,10418.0,,,,,,,,,,,,,,,,27.0,,0.0,,,,,,,,,,,seagate
2014-01-29,Z300CPC1,ST4000DM000,4000787030016.0,1,85.0,231108436.0,92.0,0.0,100.0,8.0,96.0,4840.0,63.0,2028763.0,100.0,232.0,100.0,0.0,100.0,8.0,1.0,2492.0,100.0,17180131332.0,81.0,19.0,100.0,6.0,100.0,344.0,19.0,19.0,11.0,14688.0,11.0,14688.0,200.0,0.0,100.0,142820547494093.0,100.0,257651558.0,100.0,13870006535.0,seagate
2014-01-29,S1F04ZW8,ST3000DM001,3000592982016.0,1,,51002768.0,,,,,,0.0,,,,13973.0,,,,,,,,,,,,,,,,22.0,,96.0,,,,,,,,,,,seagate
2014-01-29,W3004ZV7,ST4000DM000,4000787030016.0,1,,235466344.0,,,,,,22128.0,,,,4043.0,,,,,,,,,,,,,,,,18.0,,448.0,,,,,,,,,,,seagate
2014-01-29,Z300E468,ST4000DM000,4000787030016.0,1,,160295714.0,,,,,,15584.0,,,,3919.0,,,,,,,,,,,,,,,,21.0,,40.0,,,,,,,,,,,seagate
2014-01-29,Z300XGFJ,ST4000DM000,4000787030016.0,1,,201441704.0,,,,,,0.0,,,,756.0,,,,,,,,,,,,,,,,19.0,,0.0,,,,,,,,,,,seagate
2014-01-29,S1F031DR,ST3000DM001,3000592982016.0,1,,111611656.0,,,,,,7704.0,,,,16622.0,,,,,,,,,,,,,,,,23.0,,0.0,,,,,,,,,,,seagate
2014-01-29,W1F08X1Q,ST3000DM001,3000592982016.0,1,,92659280.0,,,,,,8032.0,,,,17173.0,,,,,,,,,,,,,,,,25.0,,0.0,,,,,,,,,,,seagate
2014-01-29,Z300V4A8,ST4000DM000,4000787030016.0,1,,203139368.0,,,,,,728.0,,,,1284.0,,,,,,,,,,,,,,,,21.0,,0.0,,,,,,,,,,,seagate
2014-01-30,S1F033XR,ST3000DM001,3000592982016.0,1,,113843320.0,,,,,,240.0,,,,16640.0,,,,,,,,,,,,,,,,25.0,,0.0,,,,,,,,,,,seagate
2014-01-30,S1F0492C,ST3000DM001,3000592982016.0,1,,8465352.0,,,,,,0.0,,,,17363.0,,,,,,,,,,,,,,,,25.0,,0.0,,,,,,,,,,,seagate
2014-01-30,S1F03FQP,ST3000DM001,3000592982016.0,1,,86437840.0,,,,,,14360.0,,,,16527.0,,,,,,,,,,,,,,,,26.0,,0.0,,,,,,,,,,,seagate
2014-01-31,Z1F1AWCJ,ST3000DM001,3000592982016.0,1,,129575496.0,,,,,,1008.0,,,,9392.0,,,,,,,,,,,,,,,,25.0,,0.0,,,,,,,,,,,seagate
2014-01-31,S1F0JB6R,ST3000DM001,3000592982016.0,1,,52251384.0,,,,,,0.0,,,,13342.0,,,,,,,,,,,,,,,,23.0,,0.0,,,,,,,,,,,seagate
2014-01-31,S1F096LW,ST3000DM001,3000592982016.0,1,,81047376.0,,,,,,2496.0,,,,13569.0,,,,,,,,,,,,,,,,23.0,,0.0,,,,,,,,,,,seagate
2014-01-31,Z300X3QC,ST4000DM000,4000787030016.0,1,,168738504.0,,,,,,0.0,,,,1109.0,,,,,,,,,,,,,,,,20.0,,0.0,,,,,,,,,,,seagate
2014-01-31,Z300VN49,ST4000DM000,4000787030016.0,1,,79407824.0,,,,,,0.0,,,,849.0,,,,,,,,,,,,,,,,19.0,,0.0,,,,,,,,,,,seagate
2014-01-31,W1F06WN3,ST3000DM001,3000592982016.0,1,,53378992.0,,,,,,1648.0,,,,12112.0,,,,,,,,,,,,,,,,22.0,,488.0,,,,,,,,,,,seagate
2014-01-31,Z1F19VKM,ST3000DM001,3000592982016.0,1,,83650904.0,,,,,,664.0,,,,9176.0,,,,,,,,,,,,,,,,23.0,,48.0,,,,,,,,,,,seagate
2014-01-31,Z1F0MXEY,ST3000DM001,3000592982016.0,1,,241114808.0,,,,,,0.0,,,,13376.0,,,,,,,,,,,,,,,,22.0,,0.0,,,,,,,,,,,seagate
2014-01-31,W1F0AM7E,ST3000DM001,3000592982016.0,1,,71311192.0,,,,,,1728.0,,,,13583.0,,,,,,,,,,,,,,,,24.0,,0.0,,,,,,,,,,,seagate
2014-01-31,S1F05WTE,ST3000DM001,3000592982016.0,1,,35727688.0,,,,,,62680.0,,,,15456.0,,,,,,,,,,,,,,,,21.0,,32.0,,,,,,,,,,,seagate
2014-01-31,S1F01AB8,ST3000DM001,3000592982016.0,1,,80173626.0,,,,,,64704.0,,,,16643.0,,,,,,,,,,,,,,,,27.0,,32.0,,,,,,,,,,,seagate
2014-01-31,W1F09VM7,ST3000DM001,3000592982016.0,1,,208977672.0,,,,,,648.0,,,,14587.0,,,,,,,,,,,,,,,,22.0,,736.0,,,,,,,,,,,seagate
2014-02-05,W1F0AQ4L,ST3000DM001,3000592982016.0,1,,12375144.0,,,,,,0.0,,,,14719.0,,,,,,,,,,,,,,,,22.0,,0.0,,,,,,,,,,,seagate
2014-02-05,S1F0336D,ST3000DM001,3000592982016.0,1,,103237072.0,,,,,,1040.0,,,,16914.0,,,,,,,,,,,,,,,,26.0,,22.0,,,,,,,,,,,seagate
2014-02-07,S1F06TJZ,ST3000DM001,3000592982016.0,1,,120614968.0,,,,,,23728.0,,,,15622.0,,,,,,,,,,,,,,,,19.0,,0.0,,,,,,,,,,,seagate
2014-02-07,S1F02M4S,ST3000DM001,3000592982016.0,1,,128331400.0,,,,,,0.0,,,,17543.0,,,,,,,,,,,,,,,,24.0,,0.0,,,,,,,,,,,seagate
2014-02-07,S1F05RTA,ST3000DM001,3000592982016.0,1,,171875688.0,,,,,,36248.0,,,,13747.0,,,,,,,,,,,,,,,,25.0,,0.0,,,,,,,,,,,seagate
2014-02-07,S1F06DEZ,ST3000DM001,3000592982016.0,1,,162377264.0,,,,,,36400.0,,,,15174.0,,,,,,,,,,,,,,,,26.0,,616.0,,,,,,,,,,,seagate
2014-02-07,S1F0RRA7,ST3000DM001,3000592982016.0,1,,176358832.0,,,,,,0.0,,,,11791.0,,,,,,,,,,,,,,,,22.0,,0.0,,,,,,,,,,,seagate
2014-02-07,W1F0VKXL,ST3000DM001,3000592982016.0,1,,136622048.0,,,,,,1976.0,,,,12117.0,,,,,,,,,,,,,,,,19.0,,592.0,,,,,,,,,,,seagate
2014-02-07,S1F089QG,ST3000DM001,3000592982016.0,1,,15952304.0,,,,,,64736.0,,,,14229.0,,,,,,,,,,,,,,,,26.0,,0.0,,,,,,,,,,,seagate
2014-02-07,S1F034SR,ST3000DM001,3000592982016.0,1,,84898000.0,,,,,,0.0,,,,16654.0,,,,,,,,,,,,,,,,24.0,,120.0,,,,,,,,,,,seagate
2014-02-07,S1F02NE1,ST3000DM001,3000592982016.0,1,,236001816.0,,,,,,0.0,,,,16654.0,,,,,,,,,,,,,,,,22.0,,24.0,,,,,,,,,,,seagate
2014-02-08,S1F0T0LB,ST3000DM001,3000592982016.0,1,,237314056.0,,,,,,0.0,,,,11943.0,,,,,,,,,,,,,,,,21.0,,24.0,,,,,,,,,,,seagate
2014-02-11,W1F09DKH,ST3000DM001,3000592982016.0,1,,48441076.0,,,,,,47080.0,,,,14853.0,,,,,,,,,,,,,,,,21.0,,24.0,,,,,,,,,,,seagate
2014-02-11,S1F03120,ST3000DM001,3000592982016.0,1,,42807840.0,,,,,,13856.0,,,,16696.0,,,,,,,,,,,,,,,,22.0,,4264.0,,,,,,,,,,,seagate
2014-02-11,Z1F01PLN,ST3000DM001,3000592982016.0,1,,217351424.0,,,,,,0.0,,,,19432.0,,,,,,,,,,,,,,,,24.0,,14.0,,,,,,,,,,,seagate
2014-02-11,W1F0H57S,ST3000DM001,3000592982016.0,1,,229399496.0,,,,,,0.0,,,,11885.0,,,,,,,,,,,,,,,,22.0,,16.0,,,,,,,,,,,seagate
2014-02-11,Z300WQLN,ST4000DM000,4000787030016.0,1,119.0,204802040.0,92.0,0.0,100.0,8.0,100.0,0.0,72.0,19235941.0,99.0,1193.0,100.0,0.0,100.0,8.0,100.0,0.0,100.0,0.0,74.0,26.0,100.0,8.0,98.0,5746.0,26.0,26.0,100.0,0.0,100.0,0.0,200.0,0.0,100.0,23682449670731.0,100.0,4483054006.0,100.0,52453594507.0,seagate
2014-02-12,W300CVHL,ST4000DM000,4000787030016.0,1,,95668760.0,,,,,,0.0,,,,4750.0,,,,,,,,,,,,,,,,20.0,,40.0,,,,,,,,,,,seagate
2014-02-12,Z300XE6R,ST4000DM000,4000787030016.0,1,117.0,154304480.0,92.0,0.0,100.0,17.0,100.0,0.0,74.0,26318822.0,99.0,1119.0,100.0,0.0,100.0,17.0,98.0,2.0,100.0,0.0,79.0,21.0,100.0,10.0,96.0,9757.0,21.0,21.0,100.0,0.0,100.0,0.0,200.0,0.0,100.0,198844100903926.0,100.0,1907182822.0,100.0,35815816819.0,seagate
2014-02-12,W1F0QQ2F,ST3000DM001,3000592982016.0,1,,212143240.0,,,,,,58320.0,,,,14129.0,,,,,,,,,,,,,,,,23.0,,104.0,,,,,,,,,,,seagate
2014-02-12,W300D5ES,ST4000DM000,4000787030016.0,1,,120129716.0,,,,,,2936.0,,,,4750.0,,,,,,,,,,,,,,,,19.0,,33688.0,,,,,,,,,,,seagate
2014-02-12,W1F08F4Q,ST3000DM001,3000592982016.0,1,,88672736.0,,,,,,0.0,,,,14737.0,,,,,,,,,,,,,,,,25.0,,0.0,,,,,,,,,,,seagate
2014-02-12,Z300CW7T,ST4000DM000,4000787030016.0,1,,0.0,,,,,,0.0,,,,3784.0,,,,,,,,,,,,,,,,21.0,,0.0,,,,,,,,,,,seagate
2014-02-12,Z300X6Y6,ST4000DM000,4000787030016.0,1,,14760720.0,,,,,,16.0,,,,1421.0,,,,,,,,,,,,,,,,21.0,,8.0,,,,,,,,,,,seagate
2014-02-13,S1F01NQ5,ST3000DM001,3000592982016.0,1,,137025552.0,,,,,,3880.0,,,,16972.0,,,,,,,,,,,,,,,,23.0,,0.0,,,,,,,,,,,seagate
2014-02-15,Z1F0DK49,ST3000DM001,3000592982016.0,1,117.0,143798616.0,92.0,0.0,100.0,17.0,100.0,0.0,88.0,743597317.0,85.0,13495.0,100.0,0.0,100.0,17.0,100.0,0.0,100.0,64425492495.0,81.0,19.0,100.0,4.0,68.0,65132.0,19.0,19.0,100.0,0.0,100.0,0.0,200.0,0.0,100.0,163578124448641.0,100.0,49937173242874.0,100.0,108703580310225.0,seagate
